Date,Description,Type,State,City,IsOptional
04/28/2025 00:00:00,Aniversário do Estado,City,ES,agua doce do norte,False
08/06/2025 00:00:00,Feriado Municipal,City,ES,agua doce do norte,False
10/15/2025 00:00:00,Dia do Professor,City,ES,agua doce do norte,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,agua doce do norte,True
03/19/2025 00:00:00,São José,City,ES,aguia branca,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,aguia branca,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,aguia branca,False
05/11/2025 00:00:00,Feriado Municipal,City,ES,aguia branca,False
08/20/2025 00:00:00,Feriado Municipal,City,ES,aguia branca,False
10/15/2025 00:00:00,Dia do Professor,City,ES,aguia branca,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,aguia branca,True
01/06/2025 00:00:00,Feriado Municipal,City,ES,alegre,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,alegre,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,alegre,False
08/15/2025 00:00:00,Feriado Municipal,City,ES,alegre,False
10/15/2025 00:00:00,Dia do Professor,City,ES,alegre,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,alegre,True
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,alfredo chaves,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,alfredo chaves,False
10/15/2025 00:00:00,Dia do Professor,City,ES,alfredo chaves,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,alfredo chaves,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,alfredo chaves,False
12/26/2025 00:00:00,Feriado Municipal,City,ES,alfredo chaves,False
03/19/2025 00:00:00,São José,City,ES,alto rio novo,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,alto rio novo,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,alto rio novo,False
10/15/2025 00:00:00,Dia do Professor,City,ES,alto rio novo,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,alto rio novo,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,alto rio novo,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,anchieta,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,anchieta,False
06/09/2025 00:00:00,Feriado Municipal,City,ES,anchieta,False
06/29/2025 00:00:00,Feriado Municipal,City,ES,anchieta,False
08/15/2025 00:00:00,Feriado Municipal,City,ES,anchieta,False
10/15/2025 00:00:00,Dia do Professor,City,ES,anchieta,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,anchieta,True
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,apiaca,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,apiaca,False
07/26/2025 00:00:00,Feriado Municipal,City,ES,apiaca,False
10/15/2025 00:00:00,Dia do Professor,City,ES,apiaca,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,apiaca,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,apiaca,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,aracruz,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,aracruz,False
06/24/2025 00:00:00,Feriado Municipal,City,ES,aracruz,False
10/15/2025 00:00:00,Dia do Professor,City,ES,aracruz,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,aracruz,True
04/10/2025 00:00:00,Feriado Municipal,City,ES,atilio vivacqua,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,atilio vivacqua,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,atilio vivacqua,False
06/13/2025 00:00:00,Dia de Santo Antônio,City,ES,atilio vivacqua,False
10/15/2025 00:00:00,Dia do Professor,City,ES,atilio vivacqua,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,atilio vivacqua,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,atilio vivacqua,False
04/10/2025 00:00:00,Feriado Municipal,City,ES,baixo guandu,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,baixo guandu,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,baixo guandu,False
06/29/2025 00:00:00,Feriado Municipal,City,ES,baixo guandu,False
10/15/2025 00:00:00,Dia do Professor,City,ES,baixo guandu,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,baixo guandu,True
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,barra de sao francisco,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,barra de sao francisco,False
10/04/2025 00:00:00,Aniversário da cidade,City,ES,barra de sao francisco,False
10/15/2025 00:00:00,Dia do Professor,City,ES,barra de sao francisco,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,barra de sao francisco,True
10/31/2025 00:00:00,Dia do Evangélico Francisquense,City,ES,barra de sao francisco,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,boa esperanca,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,boa esperanca,False
10/15/2025 00:00:00,Dia do Professor,City,ES,boa esperanca,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,boa esperanca,True
11/27/2025 00:00:00,Feriado Municipal,City,ES,boa esperanca,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,bom jesus do norte,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,bom jesus do norte,False
05/28/2025 00:00:00,Dia do município,City,ES,bom jesus do norte,False
10/15/2025 00:00:00,Dia do Professor,City,ES,bom jesus do norte,True
10/16/2025 00:00:00,São Geraldo Magela,City,ES,bom jesus do norte,False
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,bom jesus do norte,True
12/08/2025 00:00:00,Imaculada Conceição,City,ES,bom jesus do norte,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,brejetuba,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,brejetuba,False
06/15/2025 00:00:00,Feriado Municipal,City,ES,brejetuba,False
08/15/2025 00:00:00,Feriado Municipal,City,ES,brejetuba,False
10/15/2025 00:00:00,Dia do Professor,City,ES,brejetuba,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,brejetuba,True
12/15/2025 00:00:00,Feriado Municipal,City,ES,brejetuba,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,cachoeiro de itapemirim,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,cachoeiro de itapemirim,False
06/29/2025 00:00:00,Feriado Municipal,City,ES,cachoeiro de itapemirim,False
10/15/2025 00:00:00,Dia do Professor,City,ES,cachoeiro de itapemirim,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,cachoeiro de itapemirim,True
04/13/2025 00:00:00,Nossa Senhora da Penha,City,ES,cariacica,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,cariacica,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,cariacica,False
06/24/2025 00:00:00,São João Batista,City,ES,cariacica,False
10/15/2025 00:00:00,Dia do Professor,City,ES,cariacica,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,cariacica,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,ES,cariacica,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,castelo,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,castelo,False
08/15/2025 00:00:00,Feriado Municipal,City,ES,castelo,False
10/15/2025 00:00:00,Dia do Professor,City,ES,castelo,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,castelo,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,castelo,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,colatina,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,colatina,False
08/22/2025 00:00:00,Feriado Municipal,City,ES,colatina,False
10/15/2025 00:00:00,Dia do Professor,City,ES,colatina,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,colatina,True
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,conceicao da barra,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,conceicao da barra,False
06/24/2025 00:00:00,Feriado Municipal,City,ES,conceicao da barra,False
06/29/2025 00:00:00,Feriado Municipal,City,ES,conceicao da barra,False
10/15/2025 00:00:00,Dia do Professor,City,ES,conceicao da barra,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,conceicao da barra,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,conceicao da barra,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,conceicao do castelo,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,conceicao do castelo,False
05/09/2025 00:00:00,Feriado Municipal,City,ES,conceicao do castelo,False
10/15/2025 00:00:00,Dia do Professor,City,ES,conceicao do castelo,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,conceicao do castelo,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,conceicao do castelo,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,divino de sao lourenco,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,divino de sao lourenco,False
10/15/2025 00:00:00,Dia do Professor,City,ES,divino de sao lourenco,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,divino de sao lourenco,True
01/20/2025 00:00:00,Feriado Municipal,City,ES,domingos martins,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,domingos martins,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,domingos martins,False
06/12/2025 00:00:00,Feriado Municipal,City,ES,domingos martins,False
07/04/2025 00:00:00,Feriado Municipal,City,ES,domingos martins,False
10/15/2025 00:00:00,Dia do Professor,City,ES,domingos martins,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,domingos martins,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,domingos martins,False
04/07/2025 00:00:00,Feriado Municipal,City,ES,dores do rio preto,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,dores do rio preto,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,dores do rio preto,False
09/14/2025 00:00:00,Feriado Municipal,City,ES,dores do rio preto,False
09/15/2025 00:00:00,Feriado Municipal,City,ES,dores do rio preto,False
10/15/2025 00:00:00,Dia do Professor,City,ES,dores do rio preto,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,dores do rio preto,True
04/09/2025 00:00:00,Feriado Municipal,City,ES,ecoporanga,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,ecoporanga,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,ecoporanga,False
10/15/2025 00:00:00,Dia do Professor,City,ES,ecoporanga,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,ecoporanga,True
01/17/2025 00:00:00,Feriado Municipal,City,ES,fundao,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,fundao,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,fundao,False
10/15/2025 00:00:00,Dia do Professor,City,ES,fundao,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,fundao,True
01/20/2025 00:00:00,Padroeiro da paróquia,City,ES,governador lindenberg,False
03/19/2025 00:00:00,Padroeiro,City,ES,governador lindenberg,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,governador lindenberg,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,governador lindenberg,False
06/29/2025 00:00:00,Emancipação,City,ES,governador lindenberg,False
10/15/2025 00:00:00,Dia do Professor,City,ES,governador lindenberg,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,governador lindenberg,True
11/02/2025 00:00:00,Finados,City,ES,governador lindenberg,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,guacui,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,guacui,False
09/29/2025 00:00:00,Feriado Municipal,City,ES,guacui,False
10/15/2025 00:00:00,Dia do Professor,City,ES,guacui,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,guacui,True
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,guarapari,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,guarapari,False
06/29/2025 00:00:00,Feriado Municipal,City,ES,guarapari,False
09/19/2025 00:00:00,Feriado Municipal,City,ES,guarapari,False
10/15/2025 00:00:00,Dia do Professor,City,ES,guarapari,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,guarapari,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,ES,guarapari,False
12/08/2025 00:00:00,Feriado Municipal,City,ES,guarapari,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,ibatiba,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,ibatiba,False
10/15/2025 00:00:00,Dia do Professor,City,ES,ibatiba,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,ibatiba,True
11/07/2025 00:00:00,Feriado Municipal,City,ES,ibatiba,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,ibiracu,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,ibiracu,False
09/11/2025 00:00:00,Feriado Municipal,City,ES,ibiracu,False
10/15/2025 00:00:00,Dia do Professor,City,ES,ibiracu,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,ibiracu,True
11/21/2025 00:00:00,Feriado Municipal,City,ES,ibiracu,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,ibitirama,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,ibitirama,False
09/15/2025 00:00:00,Feriado Municipal,City,ES,ibitirama,False
09/29/2025 00:00:00,Feriado Municipal,City,ES,ibitirama,False
10/15/2025 00:00:00,Dia do Professor,City,ES,ibitirama,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,ibitirama,True
12/04/2025 00:00:00,Feriado Municipal,City,ES,ibitirama,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,iconha,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,iconha,False
06/13/2025 00:00:00,Dia de Santo Antônio,City,ES,iconha,False
10/15/2025 00:00:00,Dia do Professor,City,ES,iconha,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,iconha,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,iconha,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,irupi,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,irupi,False
06/24/2025 00:00:00,Feriado Municipal,City,ES,irupi,False
10/15/2025 00:00:00,Dia do Professor,City,ES,irupi,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,irupi,True
02/17/2025 00:00:00,Feriado Municipal,City,ES,itaguacu,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,itaguacu,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,itaguacu,False
05/31/2025 00:00:00,Feriado Municipal,City,ES,itaguacu,False
10/15/2025 00:00:00,Dia do Professor,City,ES,itaguacu,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,itaguacu,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,itaguacu,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,itapemirim,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,itapemirim,False
05/14/2025 00:00:00,Feriado Municipal,City,ES,itapemirim,False
06/12/2025 00:00:00,Feriado Municipal,City,ES,itapemirim,False
09/08/2025 00:00:00,Feriado Municipal,City,ES,itapemirim,False
10/15/2025 00:00:00,Dia do Professor,City,ES,itapemirim,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,itapemirim,True
01/20/2025 00:00:00,São Sebastião,City,ES,itarana,False
04/18/2025 00:00:00,Emancipação política,City,ES,itarana,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,itarana,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,itarana,False
05/24/2025 00:00:00,N. Sra. Auxiliadora,City,ES,itarana,False
10/15/2025 00:00:00,Dia do Professor,City,ES,itarana,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,itarana,True
10/31/2025 00:00:00,Reforma Protestante,City,ES,itarana,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,iuna,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,iuna,False
05/31/2025 00:00:00,Feriado Municipal,City,ES,iuna,False
07/20/2025 00:00:00,Feriado Municipal,City,ES,iuna,False
10/15/2025 00:00:00,Dia do Professor,City,ES,iuna,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,iuna,True
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,jaguare,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,jaguare,False
09/16/2025 00:00:00,Feriado Municipal,City,ES,jaguare,False
10/15/2025 00:00:00,Dia do Professor,City,ES,jaguare,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,jaguare,True
01/20/2025 00:00:00,Feriado Municipal,City,ES,jeronimo monteiro,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,jeronimo monteiro,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,jeronimo monteiro,False
05/31/2025 00:00:00,Feriado Municipal,City,ES,jeronimo monteiro,False
10/15/2025 00:00:00,Dia do Professor,City,ES,jeronimo monteiro,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,jeronimo monteiro,True
11/28/2025 00:00:00,Feriado Municipal,City,ES,jeronimo monteiro,False
12/08/2025 00:00:00,Feriado Municipal,City,ES,jeronimo monteiro,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,joao neiva,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,joao neiva,False
10/15/2025 00:00:00,Dia do Professor,City,ES,joao neiva,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,joao neiva,True
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,laranja da terra,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,laranja da terra,False
05/10/2025 00:00:00,Feriado Municipal,City,ES,laranja da terra,False
06/24/2025 00:00:00,Feriado Municipal,City,ES,laranja da terra,False
10/15/2025 00:00:00,Dia do Professor,City,ES,laranja da terra,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,laranja da terra,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,laranja da terra,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,linhares,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,linhares,False
08/22/2025 00:00:00,Feriado Municipal,City,ES,linhares,False
10/15/2025 00:00:00,Dia do Professor,City,ES,linhares,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,linhares,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,linhares,False
01/07/2025 00:00:00,Feriado Municipal,City,ES,mantenopolis,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,mantenopolis,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,mantenopolis,False
10/15/2025 00:00:00,Dia do Professor,City,ES,mantenopolis,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,mantenopolis,True
02/02/2025 00:00:00,N. Sra. Navegantes,City,ES,marataizes,False
02/24/2025 00:00:00,N. Sra. Penha,City,ES,marataizes,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,marataizes,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,marataizes,False
10/15/2025 00:00:00,Dia do Professor,City,ES,marataizes,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,marataizes,True
10/31/2025 00:00:00,Reforma Protestante,City,ES,marataizes,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,marechal floriano,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,marechal floriano,False
05/13/2025 00:00:00,Feriado Municipal,City,ES,marechal floriano,False
07/26/2025 00:00:00,Feriado Municipal,City,ES,marechal floriano,False
10/15/2025 00:00:00,Dia do Professor,City,ES,marechal floriano,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,marechal floriano,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,marechal floriano,False
04/18/2025 00:00:00,Sexta-feira da Paixão,City,ES,marilandia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,marilandia,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,marilandia,False
05/15/2025 00:00:00,Aniversário,City,ES,marilandia,False
05/24/2025 00:00:00,Padroeira,City,ES,marilandia,False
10/15/2025 00:00:00,Dia do Professor,City,ES,marilandia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,marilandia,True
03/19/2025 00:00:00,São José,City,ES,mimoso do sul,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,mimoso do sul,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,mimoso do sul,False
10/15/2025 00:00:00,Dia do Professor,City,ES,mimoso do sul,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,mimoso do sul,True
11/26/2025 00:00:00,Feriado Municipal,City,ES,mimoso do sul,False
04/16/2025 00:00:00,Feriado Municipal,City,ES,montanha,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,montanha,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,montanha,False
05/20/2025 00:00:00,Feriado Municipal,City,ES,montanha,False
06/24/2025 00:00:00,Feriado Municipal,City,ES,montanha,False
10/15/2025 00:00:00,Dia do Professor,City,ES,montanha,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,montanha,True
01/20/2025 00:00:00,Feriado Municipal,City,ES,mucurici,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,mucurici,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,mucurici,False
05/13/2025 00:00:00,Feriado Municipal,City,ES,mucurici,False
10/15/2025 00:00:00,Dia do Professor,City,ES,mucurici,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,mucurici,True
01/20/2025 00:00:00,Feriado Municipal,City,ES,muniz freire,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,muniz freire,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,muniz freire,False
10/15/2025 00:00:00,Dia do Professor,City,ES,muniz freire,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,muniz freire,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,muniz freire,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,muqui,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,muqui,False
06/24/2025 00:00:00,Feriado Municipal,City,ES,muqui,False
10/15/2025 00:00:00,Dia do Professor,City,ES,muqui,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,muqui,True
11/01/2025 00:00:00,Feriado Municipal,City,ES,muqui,False
01/26/2025 00:00:00,Feriado Municipal,City,ES,nova venecia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,nova venecia,False
04/25/2025 00:00:00,Feriado Municipal,City,ES,nova venecia,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,nova venecia,False
10/15/2025 00:00:00,Dia do Professor,City,ES,nova venecia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,nova venecia,True
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,pancas,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,pancas,False
05/13/2025 00:00:00,Feriado Municipal,City,ES,pancas,False
10/15/2025 00:00:00,Dia do Professor,City,ES,pancas,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,pancas,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,pancas,False
12/13/2025 00:00:00,Feriado Municipal,City,ES,pancas,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,pedro canario,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,pedro canario,False
05/13/2025 00:00:00,Feriado Municipal,City,ES,pedro canario,False
10/15/2025 00:00:00,Dia do Professor,City,ES,pedro canario,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,pedro canario,True
12/26/2025 00:00:00,Feriado Municipal,City,ES,pedro canario,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,pinheiros,False
04/22/2025 00:00:00,Feriado Municipal,City,ES,pinheiros,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,pinheiros,False
10/15/2025 00:00:00,Dia do Professor,City,ES,pinheiros,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,pinheiros,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,pinheiros,False
12/27/2025 00:00:00,Feriado Municipal,City,ES,pinheiros,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,piuma,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,piuma,False
06/29/2025 00:00:00,Feriado Municipal,City,ES,piuma,False
10/15/2025 00:00:00,Dia do Professor,City,ES,piuma,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,piuma,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,piuma,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,ponto belo,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,ponto belo,False
06/24/2025 00:00:00,Feriado Municipal,City,ES,ponto belo,False
10/15/2025 00:00:00,Dia do Professor,City,ES,ponto belo,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,ponto belo,True
04/04/2025 00:00:00,Feriado Municipal,City,ES,presidente kennedy,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,presidente kennedy,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,presidente kennedy,False
08/05/2025 00:00:00,Feriado Municipal,City,ES,presidente kennedy,False
10/15/2025 00:00:00,Dia do Professor,City,ES,presidente kennedy,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,presidente kennedy,True
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,rio bananal,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,rio bananal,False
05/13/2025 00:00:00,Feriado Municipal,City,ES,rio bananal,False
09/14/2025 00:00:00,Feriado Municipal,City,ES,rio bananal,False
10/15/2025 00:00:00,Dia do Professor,City,ES,rio bananal,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,rio bananal,True
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,rio novo do sul,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,rio novo do sul,False
06/13/2025 00:00:00,Dia de Santo Antônio,City,ES,rio novo do sul,False
07/16/2025 00:00:00,Feriado Municipal,City,ES,rio novo do sul,False
10/15/2025 00:00:00,Dia do Professor,City,ES,rio novo do sul,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,rio novo do sul,True
12/04/2025 00:00:00,Feriado Municipal,City,ES,rio novo do sul,False
04/17/2025 00:00:00,Feriado Municipal,City,ES,santa leopoldina,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,santa leopoldina,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,santa leopoldina,False
10/15/2025 00:00:00,Dia do Professor,City,ES,santa leopoldina,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,santa leopoldina,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,santa leopoldina,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,santa maria de jetiba,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,santa maria de jetiba,False
10/15/2025 00:00:00,Dia do Professor,City,ES,santa maria de jetiba,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,santa maria de jetiba,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,santa maria de jetiba,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,santa teresa,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,santa teresa,False
06/26/2025 00:00:00,Feriado Municipal,City,ES,santa teresa,False
10/15/2025 00:00:00,Dia do Professor,City,ES,santa teresa,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,santa teresa,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,santa teresa,False
03/30/2025 00:00:00,Feriado Municipal,City,ES,sao domingos do norte,False
