Date,Description,Type,State,City,IsOptional
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,sao domingos do norte,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,sao domingos do norte,False
08/08/2025 00:00:00,Feriado Municipal,City,ES,sao domingos do norte,False
10/15/2025 00:00:00,Dia do Professor,City,ES,sao domingos do norte,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,sao domingos do norte,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,sao domingos do norte,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,sao gabriel da palha,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,sao gabriel da palha,False
05/14/2025 00:00:00,Feriado Municipal,City,ES,sao gabriel da palha,False
09/29/2025 00:00:00,Feriado Municipal,City,ES,sao gabriel da palha,False
10/15/2025 00:00:00,Dia do Professor,City,ES,sao gabriel da palha,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,sao gabriel da palha,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,sao gabriel da palha,False
03/19/2025 00:00:00,São José,City,ES,sao jose do calcado,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,sao jose do calcado,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,sao jose do calcado,False
10/15/2025 00:00:00,Dia do Professor,City,ES,sao jose do calcado,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,sao jose do calcado,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,sao jose do calcado,False
04/18/2025 00:00:00,Paixão de Cristo,City,ES,sao mateus,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,sao mateus,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,sao mateus,False
09/21/2025 00:00:00,Emancipação,City,ES,sao mateus,False
10/15/2025 00:00:00,Dia do Professor,City,ES,sao mateus,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,sao mateus,True
12/27/2025 00:00:00,São Benedito,City,ES,sao mateus,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,sao roque do canaa,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,sao roque do canaa,False
06/25/2025 00:00:00,Feriado Municipal,City,ES,sao roque do canaa,False
08/16/2025 00:00:00,Feriado Municipal,City,ES,sao roque do canaa,False
10/15/2025 00:00:00,Dia do Professor,City,ES,sao roque do canaa,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,sao roque do canaa,True
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,serra,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,serra,False
06/29/2025 00:00:00,Dia de São Pedro,City,ES,serra,False
10/15/2025 00:00:00,Dia do Professor,City,ES,serra,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,serra,True
12/08/2025 00:00:00,Nossa Senhora da Conceição,City,ES,serra,False
12/26/2025 00:00:00,Dia do Serrano,City,ES,serra,False
03/31/2025 00:00:00,Feriado Municipal,City,ES,sooretama,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,sooretama,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,sooretama,False
10/15/2025 00:00:00,Dia do Professor,City,ES,sooretama,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,sooretama,True
03/20/2025 00:00:00,Feriado Municipal,City,ES,vargem alta,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,vargem alta,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,vargem alta,False
06/24/2025 00:00:00,Feriado Municipal,City,ES,vargem alta,False
10/15/2025 00:00:00,Dia do Professor,City,ES,vargem alta,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,vargem alta,True
12/08/2025 00:00:00,Feriado Municipal,City,ES,vargem alta,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,venda nova do imigrante,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,venda nova do imigrante,False
05/10/2025 00:00:00,Feriado Municipal,City,ES,venda nova do imigrante,False
10/15/2025 00:00:00,Dia do Professor,City,ES,venda nova do imigrante,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,venda nova do imigrante,True
04/18/2025 00:00:00,Sexta-feira da Paixão,City,ES,viana,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,viana,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,viana,False
04/29/2025 00:00:00,N. Sra. da Penha,City,ES,viana,False
05/23/2025 00:00:00,Colonização,City,ES,viana,False
07/23/2025 00:00:00,Aniversário,City,ES,viana,False
10/15/2025 00:00:00,Dia do Professor,City,ES,viana,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,viana,True
12/08/2025 00:00:00,N. Sra. da Conceição,City,ES,viana,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,vila pavao,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,vila pavao,False
06/29/2025 00:00:00,Feriado Municipal,City,ES,vila pavao,False
10/15/2025 00:00:00,Dia do Professor,City,ES,vila pavao,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,vila pavao,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,vila pavao,False
03/28/2025 00:00:00,Feriado Municipal,City,ES,vila valerio,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,vila valerio,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,vila valerio,False
10/15/2025 00:00:00,Dia do Professor,City,ES,vila valerio,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,vila valerio,True
10/31/2025 00:00:00,Feriado Municipal,City,ES,vila valerio,False
11/27/2025 00:00:00,Feriado Municipal,City,ES,vila valerio,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,vila velha,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,vila velha,False
05/23/2025 00:00:00,Dia da Colonização,City,ES,vila velha,False
10/15/2025 00:00:00,Dia do Professor,City,ES,vila velha,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,vila velha,True
04/18/2025 00:00:00,Sexta-feira da Paixão,City,ES,vitoria,False
04/21/2025 00:00:00,Dia de Tiradentes,City,ES,vitoria,False
04/28/2025 00:00:00,Aniversário do Estado,City,ES,vitoria,False
09/08/2025 00:00:00,N. Sra da Vitória,City,ES,vitoria,False
10/15/2025 00:00:00,Dia do Professor,City,ES,vitoria,True
10/28/2025 00:00:00,Dia do Servidor Público,City,ES,vitoria,True
04/21/2025 00:00:00,Dia de Tiradentes,State,MS,,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,State,MS,,False
10/15/2025 00:00:00,Dia do Professor,State,MS,,True
10/28/2025 00:00:00,Dia do Servidor Público,State,MS,,True
02/08/2025 00:00:00,Aniversário,City,MS,agua clara,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,agua clara,False
06/28/2025 00:00:00,Coração de Jesus,City,MS,agua clara,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,agua clara,False
10/15/2025 00:00:00,Dia do Professor,City,MS,agua clara,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,agua clara,True
10/31/2025 00:00:00,Dia do Evangélico,City,MS,agua clara,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,alcinopolis,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,alcinopolis,False
10/15/2025 00:00:00,Dia do Professor,City,MS,alcinopolis,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,alcinopolis,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,amambai,False
05/24/2025 00:00:00,Feriado Municipal,City,MS,amambai,False
09/28/2025 00:00:00,Feriado Municipal,City,MS,amambai,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,amambai,False
10/15/2025 00:00:00,Dia do Professor,City,MS,amambai,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,amambai,True
02/11/2025 00:00:00,Feriado Municipal,City,MS,anastacio,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,anastacio,False
05/08/2025 00:00:00,Feriado Municipal,City,MS,anastacio,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,anastacio,False
10/15/2025 00:00:00,Dia do Professor,City,MS,anastacio,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,anastacio,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,anaurilandia,False
06/24/2025 00:00:00,Feriado Municipal,City,MS,anaurilandia,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,anaurilandia,False
10/15/2025 00:00:00,Dia do Professor,City,MS,anaurilandia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,anaurilandia,True
11/11/2025 00:00:00,Feriado Municipal,City,MS,anaurilandia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,angelica,False
05/13/2025 00:00:00,Feriado Municipal,City,MS,angelica,False
06/29/2025 00:00:00,Feriado Municipal,City,MS,angelica,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,angelica,False
10/15/2025 00:00:00,Dia do Professor,City,MS,angelica,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,angelica,True
03/18/2025 00:00:00,Feriado Municipal,City,MS,antonio joao,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,antonio joao,False
06/27/2025 00:00:00,Feriado Municipal,City,MS,antonio joao,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,antonio joao,False
10/15/2025 00:00:00,Dia do Professor,City,MS,antonio joao,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,antonio joao,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,aparecida do taboado,False
09/28/2025 00:00:00,Feriado Municipal,City,MS,aparecida do taboado,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,aparecida do taboado,False
10/15/2025 00:00:00,Dia do Professor,City,MS,aparecida do taboado,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,aparecida do taboado,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,aquidauana,False
08/15/2025 00:00:00,Feriado Municipal,City,MS,aquidauana,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,aquidauana,False
10/15/2025 00:00:00,Dia do Professor,City,MS,aquidauana,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,aquidauana,True
12/08/2025 00:00:00,Feriado Municipal,City,MS,aquidauana,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,aral moreira,False
05/13/2025 00:00:00,Feriado Municipal,City,MS,aral moreira,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,aral moreira,False
10/15/2025 00:00:00,Dia do Professor,City,MS,aral moreira,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,aral moreira,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,bandeirantes,False
06/20/2025 00:00:00,Feriado Municipal,City,MS,bandeirantes,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,bandeirantes,False
10/15/2025 00:00:00,Dia do Professor,City,MS,bandeirantes,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,bandeirantes,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,bataguassu,False
06/24/2025 00:00:00,Feriado Municipal,City,MS,bataguassu,False
08/15/2025 00:00:00,Feriado Municipal,City,MS,bataguassu,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,bataguassu,False
10/15/2025 00:00:00,Dia do Professor,City,MS,bataguassu,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,bataguassu,True
12/11/2025 00:00:00,Feriado Municipal,City,MS,bataguassu,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,bataypora,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,bataypora,False
10/15/2025 00:00:00,Dia do Professor,City,MS,bataypora,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,bataypora,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,bela vista,False
07/20/2025 00:00:00,Feriado Municipal,City,MS,bela vista,False
08/01/2025 00:00:00,Feriado Municipal,City,MS,bela vista,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,bela vista,False
10/15/2025 00:00:00,Dia do Professor,City,MS,bela vista,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,bela vista,True
12/08/2025 00:00:00,Feriado Municipal,City,MS,bela vista,False
01/06/2025 00:00:00,Feriado Municipal,City,MS,bodoquena,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,bodoquena,False
05/13/2025 00:00:00,Feriado Municipal,City,MS,bodoquena,False
06/27/2025 00:00:00,Feriado Municipal,City,MS,bodoquena,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,bodoquena,False
10/15/2025 00:00:00,Dia do Professor,City,MS,bodoquena,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,bodoquena,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,bonito,False
06/29/2025 00:00:00,Padroeiro,City,MS,bonito,False
10/02/2025 00:00:00,Aniversário,City,MS,bonito,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,bonito,False
10/15/2025 00:00:00,Dia do Professor,City,MS,bonito,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,bonito,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,brasilandia,False
04/25/2025 00:00:00,Feriado Municipal,City,MS,brasilandia,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,brasilandia,False
10/15/2025 00:00:00,Dia do Professor,City,MS,brasilandia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,brasilandia,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,caarapo,False
08/06/2025 00:00:00,Feriado Municipal,City,MS,caarapo,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,caarapo,False
10/15/2025 00:00:00,Dia do Professor,City,MS,caarapo,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,caarapo,True
12/26/2025 00:00:00,Feriado Municipal,City,MS,caarapo,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,camapua,False
06/24/2025 00:00:00,Feriado Municipal,City,MS,camapua,False
09/30/2025 00:00:00,Feriado Municipal,City,MS,camapua,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,camapua,False
10/15/2025 00:00:00,Dia do Professor,City,MS,camapua,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,camapua,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,campo grande,False
06/13/2025 00:00:00,Dia de Santo Antônio,City,MS,campo grande,False
08/26/2025 00:00:00,Aniversário de Campo Grande,City,MS,campo grande,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,campo grande,False
10/15/2025 00:00:00,Dia do Professor,City,MS,campo grande,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,campo grande,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,caracol,False
06/19/2025 00:00:00,Feriado Municipal,City,MS,caracol,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,caracol,False
10/15/2025 00:00:00,Dia do Professor,City,MS,caracol,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,caracol,True
03/19/2025 00:00:00,São José,City,MS,cassilandia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,cassilandia,False
08/03/2025 00:00:00,Aniversário do município,City,MS,cassilandia,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,cassilandia,False
10/15/2025 00:00:00,Dia do Professor,City,MS,cassilandia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,cassilandia,True
04/18/2025 00:00:00,Sexta-feira da Paixão,City,MS,chapadao do sul,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,chapadao do sul,False
06/29/2025 00:00:00,Padroeiro,City,MS,chapadao do sul,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,chapadao do sul,False
10/15/2025 00:00:00,Dia do Professor,City,MS,chapadao do sul,True
10/23/2025 00:00:00,Aniversário,City,MS,chapadao do sul,False
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,chapadao do sul,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,corguinho,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,corguinho,False
10/15/2025 00:00:00,Dia do Professor,City,MS,corguinho,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,corguinho,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,coronel sapucaia,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,coronel sapucaia,False
10/15/2025 00:00:00,Dia do Professor,City,MS,coronel sapucaia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,coronel sapucaia,True
12/08/2025 00:00:00,Feriado Municipal,City,MS,coronel sapucaia,False
12/15/2025 00:00:00,Feriado Municipal,City,MS,coronel sapucaia,False
02/02/2025 00:00:00,Nossa Sra da Candelária,City,MS,corumba,False
04/18/2025 00:00:00,Sexta-feira da Paixão,City,MS,corumba,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,corumba,False
06/13/2025 00:00:00,Retomada de Corumbá,City,MS,corumba,False
09/21/2025 00:00:00,Fundação de Corumbá,City,MS,corumba,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,corumba,False
10/15/2025 00:00:00,Dia do Professor,City,MS,corumba,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,corumba,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,MS,corumba,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,costa rica,False
05/12/2025 00:00:00,Feriado Municipal,City,MS,costa rica,False
06/13/2025 00:00:00,Dia de Santo Antônio,City,MS,costa rica,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,costa rica,False
10/15/2025 00:00:00,Dia do Professor,City,MS,costa rica,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,costa rica,True
03/19/2025 00:00:00,São José,City,MS,coxim,False
04/11/2025 00:00:00,Feriado Municipal,City,MS,coxim,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,coxim,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,coxim,False
10/15/2025 00:00:00,Dia do Professor,City,MS,coxim,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,coxim,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,deodapolis,False
05/13/2025 00:00:00,Feriado Municipal,City,MS,deodapolis,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,deodapolis,False
10/15/2025 00:00:00,Dia do Professor,City,MS,deodapolis,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,deodapolis,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,dois irmaos do buriti,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,dois irmaos do buriti,False
10/15/2025 00:00:00,Dia do Professor,City,MS,dois irmaos do buriti,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,dois irmaos do buriti,True
11/13/2025 00:00:00,Feriado Municipal,City,MS,dois irmaos do buriti,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,douradina,False
05/12/2025 00:00:00,Feriado Municipal,City,MS,douradina,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,douradina,False
10/15/2025 00:00:00,Dia do Professor,City,MS,douradina,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,douradina,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,dourados,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,dourados,False
10/15/2025 00:00:00,Dia do Professor,City,MS,dourados,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,dourados,True
12/08/2025 00:00:00,Feriado Municipal,City,MS,dourados,False
12/20/2025 00:00:00,Feriado Municipal,City,MS,dourados,False
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,eldorado,False
05/13/2025 00:00:00,Feriado Municipal,City,MS,eldorado,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,eldorado,False
10/15/2025 00:00:00,Dia do Professor,City,MS,eldorado,True
10/28/2025 00:00:00,Dia do Servidor Público,City,MS,eldorado,True
04/21/2025 00:00:00,Dia de Tiradentes,City,MS,fatima do sul,False
05/13/2025 00:00:00,Feriado Municipal,City,MS,fatima do sul,False
07/09/2025 00:00:00,Feriado Municipal,City,MS,fatima do sul,False
10/11/2025 00:00:00,Aniversário do Mato Grosso do Sul,City,MS,fatima do sul,False
10/15/2025 00:00:00,Dia do Professor,City,MS,fatima do sul,True
